#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-08T03:28:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8d44aaa608	
#INFO	-out.max=1000	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&key:c=17:40:42.6174 -53:40:27.448&pos:17:40:42.6174 -53:40:27.448( 1 arcmin J2000)&HTTPPRM:&-c=17:40:42.6174 -53:40:27.448&-c.u=arcmin&-c.r=1&-c.eq=J2000&-c.geom=r&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c=17:40:42.6174 -53:40:27.448
#-c.eq=J2000
#-c.r=  1
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Dup
#-out=FG
#-out=e_FG
#-out=Gmag
#-out=e_Gmag
#-out=FBP
#-out=e_FBP
#-out=BPmag
#-out=e_BPmag
#-out=FRP
#-out=e_FRP
#-out=RPmag
#-out=e_RPmag
#-out=BP-RP
#-out=RV
#-out=e_RV
#-out=Teff
#-out=AG
#-out=E(BP-RP)
#-out=Rad
#-out=Lum
#
#INFO	-c=265.177572-53.674291,rm=1.	
#Constraint -bmark=POST

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F6.4)	Distance from center (265.17757250000-53.67429111111)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Dup	(I1)	[0/1] Source with duplicate sources (duplicated_source) (21)	[ucd=meta.code.status]
#Column	FG	(E11.4)	G-band mean flux (phot_g_mean_flux)	[ucd=phot.flux;stat.mean;em.opt]
#Column	e_FG	(E11.4)	Error on G-band mean flux (phot_g_mean_flux_error)	[ucd=stat.error;phot.flux;stat.mean]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FBP	(E11.4)	? Mean flux in the integrated BP band (phot_bp_mean_flux)	[ucd=phot.flux;stat.mean;em.opt.B]
#Column	e_FBP	(E11.4)	? Error on the integrated BP mean flux (phot_bp_mean_flux_error) (25)	[ucd=stat.error;phot.flux;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FRP	(E11.4)	? Mean flux in the integrated RP band (phot_rp_mean_flux)	[ucd=phot.flux.density;em.opt.R]
#Column	e_FRP	(E11.4)	? Error on the integrated RP mean flux (phot_rp_mean_flux_error) (28)	[ucd=stat.error;phot.flux;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
#Column	Teff	(F7.2)	? Stellar effective temperature (estimate from Apsis-Priam) (teff_val)	[ucd=phys.temperature.effective]
#Column	AG	(F7.4)	? Estimate of extinction in the G band from Apsis-Priam (a_g_val)	[ucd=phys.absorption.gal]
#Column	E(BP-RP)	(F7.4)	? Estimate of redenning E(BP-RP) from Apsis-Priam (e_bp_min_rp_val)	[ucd=phot.color.excess]
#Column	Rad	(F6.2)	? Estimate of radius from Apsis-FLAME (radius_val)	[ucd=phys.size.radius]
#Column	Lum	(F9.3)	? Esimate of luminosity from Apsis-FLAME (lum_val)	[ucd=phys.luminosity]
_r	_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
0.7184	265.1777751037600	-53.6862638501000	265.17777510376	 1.3443	-53.68626385010	 2.8144	5921745262421098240	          	       	         	      	         	      	0	 2.1565e+03	 7.2247e+00	17.3540	0.0036	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7187	265.1977074023829	-53.6751439026173	265.19773268930	 0.1118	-53.67522310762	 0.1069	5921751103576489728	    0.2752	 0.1079	    3.479	 0.206	  -18.396	 0.195	0	 2.7432e+03	 4.9523e+00	17.0927	0.0020	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7190	265.1608521499529	-53.6674443711442	265.16088148730	 0.2779	-53.66752308962	 0.3825	5921748251704238720	    0.1554	 0.3985	    4.037	 0.697	  -18.283	 0.693	0	 2.1224e+03	 1.4408e+01	17.3713	0.0074	 2.6259e+03	 2.8133e+01	16.8032	0.0116	 4.0234e+03	 3.0532e+01	15.7504	0.0082	 1.0527	       	     	       	       	       	      	
0.7203	265.1962576647800	-53.6696461233800	265.19625766478	 0.6575	-53.66964612338	 0.7242	5921751103576406784	          	       	         	      	         	      	0	 9.9708e+03	 8.1137e+01	15.6915	0.0088	 1.1736e+04	 9.1683e+02	15.1776	0.0848	 1.4030e+04	 7.2944e+02	14.3943	0.0564	 0.7833	       	     	5095.63	       	       	      	
0.7209	265.1964926961700	-53.6699639968500	265.19649269617	18.7177	-53.66996399685	16.7273	5921751103576406528	          	       	         	      	         	      	0	 4.4957e+03	 2.8344e+01	16.5564	0.0068	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7214	265.1928151649174	-53.6821443707366	265.19283183423	 0.3128	-53.68221921421	 0.3702	5921745296766426240	    3.0858	 0.4001	    2.293	 0.550	  -17.383	 0.698	0	 2.1848e+03	 2.4531e+01	17.3398	0.0122	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7218	265.1837574597875	-53.6627656722064	265.18378186732	 0.0869	-53.66283760082	 0.0834	5921751206655606144	    0.2593	 0.0802	    3.359	 0.159	  -16.706	 0.144	0	 1.2461e+04	 1.8415e+01	15.4495	0.0016	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7225	265.1620657776400	-53.6820790907400	265.16206577764	 0.7814	-53.68207909074	 0.4288	5921748217361144320	          	       	         	      	         	      	0	 6.7245e+03	 1.2376e+02	16.1192	0.0200	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7228	265.1806031480900	-53.6862039941300	265.18060314809	 0.2908	-53.68620399413	 0.3258	5921745296766446336	          	       	         	      	         	      	0	 3.9561e+03	 3.9703e+01	16.6952	0.0109	 7.1365e+03	 1.3597e+03	15.7177	0.2069	           	           	       	      	       	       	     	       	       	       	      	
0.7230	265.1592468015000	-53.6795219133800	265.15924680150	 3.1708	-53.67952191338	 2.7228	5921748217344408576	          	       	         	      	         	      	0	 1.4464e+03	 1.3662e+01	17.7876	0.0103	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7240	265.1577608288526	-53.6765154025953	265.15760480662	 0.7215	-53.67667899228	 0.2743	5921748251704164736	   -3.2764	 0.6905	  -21.465	 0.748	  -37.995	 0.474	0	 2.0951e+03	 3.3506e+01	17.3854	0.0174	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7242	265.1707737869800	-53.6856698287100	265.17077378698	 0.6276	-53.68566982871	 0.5955	5921745262426655744	          	       	         	      	         	      	0	 4.3714e+03	 4.9053e+01	16.5868	0.0122	 5.7925e+03	 3.1078e+02	15.9442	0.0583	 9.2870e+03	 6.5892e+02	14.8422	0.0770	 1.1020	       	     	5095.63	       	       	      	
0.7247	265.1979401743586	-53.6744654844920	265.19795785093	 0.2456	-53.67454450866	 0.1842	5921751103576471680	    0.5867	 0.2397	    2.432	 0.417	  -18.354	 0.326	0	 1.3043e+03	 4.9600e+00	17.8999	0.0041	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7257	265.1730334662779	-53.6860091964566	265.17305012985	 0.3293	-53.68608586118	 0.2557	5921745262406768256	    1.2483	 0.2307	    2.292	 0.479	  -17.806	 0.534	0	 2.3973e+03	 7.1987e+00	17.2391	0.0033	 1.6516e+03	 4.0185e+01	17.3066	0.0264	 2.2319e+03	 4.1336e+01	16.3902	0.0201	 0.9164	       	     	       	       	       	      	
0.7258	265.1883324836494	-53.6639466894834	265.18836032166	 0.1414	-53.66402134782	 0.1220	5921751206655587584	    0.3182	 0.1366	    3.831	 0.239	  -17.340	 0.227	0	 2.1920e+03	 4.2318e+00	17.3363	0.0021	 1.4822e+03	 2.1964e+01	17.4242	0.0161	 2.0765e+03	 7.0786e+01	16.4686	0.0370	 0.9556	       	     	       	       	       	      	
0.7260	265.1576272342207	-53.6769037345981	265.15765423035	 0.1206	-53.67697572349	 0.1170	5921748251704164992	    0.7357	 0.1258	    3.714	 0.220	  -16.720	 0.221	0	 5.8048e+03	 1.4174e+01	16.2789	0.0027	 5.3222e+03	 1.3347e+02	16.0362	0.0272	 7.2767e+03	 1.0625e+02	15.1071	0.0159	 0.9291	       	     	5095.63	       	       	      	
0.7261	265.1908569022800	-53.6650974958400	265.19085690228	 0.7167	-53.66509749584	 0.6756	5921751206655594496	          	       	         	      	         	      	0	 1.5981e+03	 2.3499e+01	17.6794	0.0160	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7261	265.1978594382900	-53.6757244981500	265.19785943829	 5.9490	-53.67572449815	 2.0420	5921751103576502144	          	       	         	      	         	      	0	 1.8063e+03	 1.2018e+01	17.5464	0.0072	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7262	265.1585352548690	-53.6786523865322	265.15856798013	 0.1944	-53.67873777862	 0.2010	5921748217344405760	    0.0665	 0.2259	    4.502	 0.364	  -19.833	 0.374	0	 4.2147e+03	 4.3989e+01	16.6264	0.0113	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7271	265.1575133895670	-53.6717859297740	265.15753247498	 0.0963	-53.67186144922	 0.0918	5921748251704219136	    0.5052	 0.1026	    2.626	 0.163	  -17.540	 0.152	0	 3.4571e+03	 4.9886e+00	16.8416	0.0016	 2.7687e+03	 1.7820e+02	16.7457	0.0699	 3.1261e+03	 3.0052e+01	16.0244	0.0104	 0.7213	       	     	5191.27	       	       	      	
0.7279	265.1972654104000	-53.6709606609900	265.19726541040	 1.0948	-53.67096066099	 0.9978	5921751103576418432	          	       	         	      	         	      	1	 9.5719e+03	 5.9622e+01	15.7359	0.0068	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7286	265.1571406018400	-53.6752701873800	265.15714060184	 2.0003	-53.67527018738	 1.9281	5921748251719607424	          	       	         	      	         	      	0	 1.5623e+03	 2.5807e+01	17.7040	0.0179	           	           	       	      	 2.1642e+03	 1.9222e+01	16.4237	0.0096	       	       	     	       	       	       	      	
0.7302	265.1573754427300	-53.6765200739200	265.15737544273	 5.0621	-53.67652007392	 4.4124	5921748251704164608	          	       	         	      	         	      	0	 1.7994e+03	 1.7288e+01	17.5506	0.0104	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7303	265.1581546265928	-53.6782344455050	265.15817483435	 0.0935	-53.67830550009	 0.0986	5921748213055217536	    0.0960	 0.1034	    2.780	 0.158	  -16.503	 0.170	0	 1.0291e+04	 2.1851e+01	15.6572	0.0023	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7305	265.1820160748823	-53.6623325443721	265.18203298341	 0.3616	-53.66240606604	 0.3197	5921751206662462080	    0.8360	 0.3576	    2.327	 0.723	  -17.076	 0.588	0	 9.6528e+02	 4.3946e+00	18.2267	0.0049	 8.8499e+02	 4.0857e+01	17.9840	0.0501	 1.4444e+03	 5.6001e+01	16.8627	0.0421	 1.1213	       	     	       	       	       	      	
0.7311	265.1768020933029	-53.6620467812875	265.17682065114	 0.3886	-53.66211343990	 0.1169	5921751172295902080	   -2.3386	 0.4700	    2.554	 0.328	  -15.482	 0.341	0	 4.3517e+03	 1.8581e+01	16.5917	0.0046	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7331	265.1651308167900	-53.6645457650700	265.16513081679	 0.2877	-53.66454576507	 0.1883	5921754127219501568	          	       	         	      	         	      	0	 2.5408e+03	 1.0604e+01	17.1759	0.0045	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7336	265.1800563149100	-53.6621532260200	265.18005631491	 8.0023	-53.66215322602	 5.9743	5921751172302889600	          	       	         	      	         	      	0	 9.5555e+02	 2.5543e+01	18.2377	0.0290	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7339	265.1916203546586	-53.6831541211981	265.19165591865	 0.3859	-53.68323767912	 0.4203	5921745296766422912	    0.7199	 0.4476	    4.892	 0.700	  -19.407	 0.732	0	 6.6369e+03	 3.4732e+01	16.1334	0.0057	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7340	265.1799608057900	-53.6864417977800	265.17996080579	 0.2505	-53.68644179778	 0.2846	5921745296766446208	          	       	         	      	         	      	0	 2.9888e+03	 1.4268e+01	16.9996	0.0052	 3.6483e+03	 6.6623e+01	16.4462	0.0198	 6.9516e+03	 8.9057e+01	15.1567	0.0139	 1.2894	       	     	5095.63	       	       	      	
0.7352	265.1616110454900	-53.6664971871400	265.16161104549	 1.7246	-53.66649718714	 1.6806	5921748251704235648	          	       	         	      	         	      	0	 1.6578e+03	 3.1076e+01	17.6395	0.0204	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7376	265.1943428884300	-53.6815322800700	265.19434288843	24.4210	-53.68153228007	 7.8004	5921745228046939904	          	       	         	      	         	      	0	 1.0300e+03	 5.8056e+00	18.1563	0.0061	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7381	265.1763988726717	-53.6865080239265	265.17643595174	 0.3255	-53.68657508296	 0.2884	5921745262406743040	   -0.5832	 0.3929	    5.100	 0.616	  -15.575	 0.565	0	 1.3048e+03	 5.3519e+00	17.8995	0.0045	 1.3311e+03	 8.7969e+01	17.5409	0.0718	 2.5174e+03	 3.6013e+02	16.2595	0.1553	 1.2813	       	     	       	       	       	      	
0.7388	265.1587643102200	-53.6795339705700	265.15876431022	25.0531	-53.67953397057	34.2472	5921748217344408448	          	       	         	      	         	      	0	 1.7480e+03	 3.0242e+01	17.5820	0.0188	 3.7621e+03	 8.5202e+01	16.4128	0.0246	           	           	       	      	       	       	     	       	       	       	      	
0.7390	265.1885883246701	-53.6846586248429	265.18860769945	 0.0559	-53.68473116915	 0.0720	5921745296786337792	    0.4339	 0.0579	    2.665	 0.110	  -16.849	 0.122	0	 4.6202e+05	 2.7246e+02	11.5267	0.0006	 1.9135e+05	 5.9808e+02	12.1468	0.0034	 3.9646e+05	 4.3577e+02	10.7664	0.0012	 1.3804	  24.55	 0.98	4636.69	       	       	 16.85	  118.270
0.7407	265.1903283358600	-53.6645295531100	265.19032833586	15.5631	-53.66452955311	22.6585	5921751206662707840	          	       	         	      	         	      	0	 8.2798e+02	 5.7886e+00	18.3933	0.0076	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7409	265.1601862143300	-53.6811060331300	265.16018621433	 1.4846	-53.68110603313	 1.6869	5921748217344386688	          	       	         	      	         	      	0	 4.2357e+03	 2.5240e+01	16.6211	0.0065	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7413	265.1914655104600	-53.6835070307300	265.19146551046	 2.4919	-53.68350703073	 2.0672	5921745296766423040	          	       	         	      	         	      	0	 4.5653e+03	 9.9882e+00	16.5397	0.0024	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7423	265.1936488182775	-53.6821141811746	265.19366441894	 0.1507	-53.68217846312	 0.2133	5921745228046940032	   -0.0626	 0.2343	    2.146	 0.288	  -14.930	 0.352	0	 3.2230e+03	 1.4270e+01	16.9177	0.0048	 3.7200e+03	 1.1739e+02	16.4250	0.0343	 3.9293e+03	 1.6388e+02	15.7761	0.0453	 0.6489	       	     	5095.63	       	       	      	
0.7427	265.1568119789800	-53.6756992763500	265.15681197898	 2.1596	-53.67569927635	 0.4041	5921748251704189824	          	       	         	      	         	      	0	 8.3008e+02	 4.1175e+00	18.3906	0.0054	 1.3739e+03	 1.0403e+02	17.5065	0.0822	 2.6029e+03	 1.0399e+01	16.2233	0.0043	 1.2832	       	     	       	       	       	      	
0.7431	265.1859032521447	-53.6855688908920	265.18593268209	 0.1250	-53.68564235659	 0.1280	5921745296786339200	    0.3863	 0.1331	    4.048	 0.235	  -17.063	 0.252	0	 3.5067e+03	 7.9155e+00	16.8261	0.0025	 2.6536e+03	 2.2443e+02	16.7918	0.0918	 4.0261e+03	 6.6688e+02	15.7497	0.1798	 1.0421	       	     	5095.63	       	       	      	
0.7431	265.1573873995500	-53.6710644037000	265.15738739955	 0.8887	-53.67106440370	 1.1270	5921748251704227072	          	       	         	      	         	      	0	 7.4137e+02	 2.8332e+00	18.5133	0.0041	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7433	265.1981240784000	-53.6765894929200	265.19812407840	 0.6993	-53.67658949292	 0.8462	5921751103577918592	          	       	         	      	         	      	0	 1.2107e+03	 6.6235e+00	17.9808	0.0059	 1.2253e+03	 6.7468e+01	17.6308	0.0598	 1.7066e+03	 7.8106e+01	16.6816	0.0497	 0.9492	       	     	       	       	       	      	
0.7451	265.1588592167500	-53.6798903815300	265.15885921675	 0.5242	-53.67989038153	 0.5437	5921748217344408704	          	       	         	      	         	      	0	 3.0771e+03	 1.7021e+01	16.9680	0.0060	 3.7096e+03	 1.0130e+02	16.4281	0.0296	 4.9201e+03	 1.3113e+02	15.5320	0.0289	 0.8961	       	     	5095.63	       	       	      	
0.7455	265.1959165449061	-53.6682210148474	265.19594163872	 0.0711	-53.66829487235	 0.0688	5921751133633030784	    0.3873	 0.0844	    3.453	 0.115	  -17.154	 0.116	0	 2.0481e+04	 2.7392e+01	14.9100	0.0015	 1.1069e+04	 5.9102e+01	15.2411	0.0058	 1.7613e+04	 9.9753e+01	14.1473	0.0061	 1.0938	       	     	5000.00	       	       	      	
0.7455	265.1972027206000	-53.6699137844900	265.19720272060	 0.9881	-53.66991378449	 1.4514	5921751103576406656	          	       	         	      	         	      	1	 4.3045e+03	 1.2798e+01	16.6036	0.0032	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7460	265.1579302492560	-53.6786294735526	265.15795146760	 0.0719	-53.67870775286	 0.0688	5921748217344405504	    0.3320	 0.0710	    2.919	 0.135	  -18.181	 0.120	0	 1.5092e+04	 1.3586e+01	15.2415	0.0010	 1.0814e+04	 3.6211e+02	15.2664	0.0364	 1.7576e+04	 4.8539e+02	14.1496	0.0300	 1.1168	       	     	5143.45	       	       	      	
0.7463	265.1620880343089	-53.6826264595029	265.16210696470	 0.0485	-53.68270489381	 0.0597	5921748213055222528	    0.3433	 0.0505	    2.604	 0.094	  -18.217	 0.102	0	 1.1387e+06	 3.8853e+02	10.5474	0.0004	 4.3518e+05	 5.5325e+02	11.2547	0.0014	 1.0108e+06	 9.0966e+02	 9.7503	0.0010	 1.5044	  13.26	 1.27	4444.99	       	       	 37.74	  501.021
0.7470	265.1950491368500	-53.6812087470400	265.19504913685	 0.1217	-53.68120874704	 0.2619	5921745228046942464	          	       	         	      	         	      	0	 2.9041e+03	 1.2130e+01	17.0308	0.0045	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7485	265.1576448533919	-53.6701262620828	265.15768633673	 0.2980	-53.67018574334	 0.2876	5921748251704229248	    0.3373	 0.3606	    5.708	 0.583	  -13.815	 0.485	0	 8.7368e+03	 4.6601e+01	15.8350	0.0058	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7486	265.1868748144700	-53.6630972674200	265.18687481447	 3.4846	-53.66309726742	 2.8039	5921751206655586304	          	       	         	      	         	      	0	 7.1034e+02	 4.8477e+00	18.5597	0.0074	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7492	265.1837699681800	-53.6623565456200	265.18376996818	19.3436	-53.66235654562	17.9411	5921751206655600128	          	       	         	      	         	      	0	 1.4947e+03	 5.9651e+00	17.7520	0.0043	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7500	265.1909936860100	-53.6839384494000	265.19099368601	18.4626	-53.68393844940	23.3357	5921745296786335488	          	       	         	      	         	      	0	 1.5352e+03	 1.3277e+01	17.7229	0.0094	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7506	265.1890949873000	-53.6638084537900	265.18909498730	 0.7114	-53.66380845379	 0.8237	5921751206655587712	          	       	         	      	         	      	0	 1.1215e+03	 1.1750e+01	18.0639	0.0114	 1.0799e+03	 1.5813e+01	17.7679	0.0159	           	           	       	      	       	       	     	       	       	       	      	
0.7511	265.1596088607635	-53.6676019887770	265.15963021163	 0.1531	-53.66767775364	 0.1635	5921748251704244480	    0.9085	 0.1567	    2.938	 0.307	  -17.597	 0.273	0	 3.4492e+03	 1.1909e+01	16.8441	0.0037	 4.2569e+03	 5.0300e+02	16.2786	0.1283	 3.9238e+03	 4.3171e+01	15.7776	0.0119	 0.5010	       	     	5095.63	       	       	      	
0.7518	265.1835252860786	-53.6621884293556	265.18354800025	 0.3437	-53.66227133283	 0.3272	5921751206655600256	    0.9453	 0.3014	    3.126	 0.633	  -19.255	 0.582	0	 5.4468e+03	 2.6188e+01	16.3480	0.0052	 7.9630e+03	 2.9013e+03	15.5987	0.3956	 8.4592e+03	 2.0517e+02	14.9436	0.0263	 0.6551	       	     	5095.63	       	       	      	
0.7519	265.1929627449326	-53.6828010707562	265.19297306073	 0.1292	-53.68288285909	 0.1477	5921745292477504000	    1.7247	 0.1474	    1.419	 0.245	  -18.996	 0.256	0	 8.8920e+03	 2.1143e+01	15.8159	0.0026	 5.6455e+03	 5.5162e+01	15.9721	0.0106	 7.5081e+03	 2.9121e+01	15.0731	0.0042	 0.8990	       	     	5286.90	       	       	      	
0.7520	265.1760887856800	-53.6617879643500	265.17608878568	 0.9409	-53.66178796435	 1.0013	5921751167992740608	          	       	         	      	         	      	1	 8.5615e+03	 1.1795e+02	15.8570	0.0150	 7.7342e+03	 2.4396e+02	15.6303	0.0342	 9.2267e+03	 2.1437e+02	14.8493	0.0252	 0.7810	       	     	5095.63	       	       	      	
0.7526	265.1959296793900	-53.6680413840400	265.19592967939	 0.6991	-53.66804138404	 0.1959	5921751137936126080	          	       	         	      	         	      	0	 2.5542e+03	 1.5152e+01	17.1702	0.0064	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7538	265.1705920822772	-53.6860836959975	265.17061664873	 0.2815	-53.68615914225	 0.2242	5921745262406780416	    0.8488	 0.2983	    3.379	 0.552	  -17.523	 0.446	0	 1.2649e+03	 1.5148e+01	17.9333	0.0130	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7539	265.1967688490879	-53.6795318306067	265.19679167438	 0.1452	-53.67960868047	 0.1682	5921751103577923584	   -0.8118	 0.1658	    3.140	 0.243	  -17.849	 0.246	0	 3.0917e+03	 5.9365e+00	16.9629	0.0021	 2.1131e+03	 5.3117e+01	17.0391	0.0273	 2.7192e+03	 4.4599e+01	16.1758	0.0178	 0.8633	       	     	5286.90	       	       	      	
0.7539	265.1947395909700	-53.6816722054700	265.19473959097	 3.2368	-53.68167220547	 3.9601	5921745228066856960	          	       	         	      	         	      	0	 3.2339e+03	 2.3638e+01	16.9141	0.0079	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7551	265.1568686956596	-53.6771253838570	265.15690006774	 0.3423	-53.67719838025	 0.2809	5921748217344441984	    1.0072	 0.2761	    4.316	 0.606	  -16.954	 0.482	0	 2.9987e+03	 2.8075e+01	16.9960	0.0102	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7567	265.1665411159800	-53.6850779356300	265.16654111598	 7.3300	-53.68507793563	 2.5571	5921745262406805632	          	       	         	      	         	      	0	 5.6771e+03	 4.3453e+01	16.3031	0.0083	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7569	265.1577371150950	-53.6695878260040	265.15776236234	 0.0477	-53.66966201934	 0.0466	5921748247414954880	    0.3221	 0.0469	    3.474	 0.083	  -17.232	 0.077	0	 1.3365e+05	 5.1797e+01	12.8734	0.0004	 8.6897e+04	 4.4246e+02	13.0039	0.0055	 8.0330e+04	 4.5999e+02	12.4997	0.0062	 0.5041	       	     	7060.54	 1.4587	 0.7217	  4.73	   50.074
